10000 7
A	B	C	D	E	F	Class
an	aeb	wt	aag	xh	yg	c5
acn	ng	tw	abh	ahy	gz	c3
pc	aba	ya	nl	hp	aek	c2
to	xn	ek	kf	da	xc	c4
aat	ng	cz	cf	ci	abc	c3
vx	ace	du	pd	hn	fw	c1
sy	ace	hy	ro	gd	akl	c1
qv	aba	bo	alc	wn	um	c2
ajh	aba	abi	yf	ku	ag	c2
ajx	ace	yn	oq	gz	ru	c1
ko	ng	qo	cs	ahx	ru	c3
ahh	aeb	aij	te	ek	ahx	c5
acu	aba	lr	xu	kt	abo	c2
acy	aba	hk	ak	rm	akq	c2
aew	aeb	t	aii	akr	afr	c5
iw	ng	ahq	ajj	pj	abr	c3
yr	ace	hv	wd	ms	aet	c1
ft	ng	ie	sz	tz	js	c3
vh	xn	de	lz	dj	dx	c4
dh	ace	afl	ts	aey	ny	c1
ag	ng	wg	wf	bl	aft	c3
fg	ace	dj	jo	gz	zu	c1
aw	ace	ft	ou	acc	ahl	c1
pr	xn	bv	zr	uw	jk	c4
ex	ng	vs	fq	ty	aiw	c3
gn	xn	to	cc	mx	dc	c4
agy	ng	dw	ake	nk	aie	c3
ajj	xn	afe	yn	pv	afm	c4
zz	ng	aid	adp	pd	in	c3
ali	xn	fr	agm	ej	da	c4
akk	ng	kb	aew	oj	ahv	c3
aik	ace	ym	bq	rk	bh	c1
kn	ace	ab	og	jy	aja	c1
ajw	ace	alg	sh	acc	agy	c1
aai	ng	ri	aav	bf	jn	c3
aiq	ng	ok	ait	lj	xz	c3
oz	aba	abt	fl	di	fl	c2
oz	ace	acn	gv	ako	akq	c1
ajp	ace	rq	yv	np	yg	c1
ig	xn	ls	h	ox	vj	c4
aga	ng	vv	lg	wo	akj	c3
o	xn	age	ajs	vj	py	c4
aan	aeb	tt	acd	ahc	aak	c5
qe	ng	za	aeq	aio	aiu	c3
gh	aba	zj	ajp	zk	fa	c2
aga	aba	yh	lg	nn	hh	c2
s	aeb	yi	mf	ado	hy	c5
nm	xn	zs	jk	ajg	rt	c4
uw	xn	acm	li	np	akc	c4
nv	ace	qs	abj	iw	ts	c1
ajq	ng	acv	uj	aje	wi	c3
alf	aeb	qt	cp	py	zw	c5
acw	aeb	rk	ly	abc	xy	c5
sa	ng	ack	u	lo	az	c3
fd	aeb	xx	yg	ox	cl	c5
sc	ace	zm	ajd	ql	aie	c1
cf	xn	dm	qc	alf	hf	c4
alh	xn	lr	ui	zh	ahw	c4
pw	ace	aab	yv	acw	hp	c1
sd	aeb	ahp	ug	wt	nr	c5
de	aeb	akc	aku	ng	ed	c5
mw	xn	qe	hq	xj	vc	c4
zs	ng	qf	aem	kt	ai	c3
ds	aba	acg	ako	ady	ez	c2
dl	ng	aaf	ef	rg	akf	c3
gn	aeb	fx	en	ako	aal	c5
zv	ace	d	qe	tp	jp	c1
yf	ace	v	ku	kq	ef	c1
ew	aeb	eu	rk	aif	aam	c5
ajp	ng	cz	mc	ajp	afl	c3
agz	ng	afh	abd	hm	lh	c3
xj	aba	aby	ne	ic	io	c2
afc	ace	ik	qo	aix	nv	c1
ahp	aeb	sw	xf	aen	uw	c5
js	xn	gw	qu	ex	tq	c4
ajk	ng	er	bp	st	mi	c3
ny	ng	yp	xp	wc	n	c3
ie	ng	kg	s	ox	pz	c3
yp	xn	du	gz	aq	aej	c4
wf	ng	iu	aef	es	ws	c3
ajv	ng	ts	all	vu	j	c3
to	ng	afh	ln	ahm	aaq	c3
yd	ng	xe	aem	cg	wo	c3
aca	ace	pu	bj	acc	aw	c1
je	aeb	ok	mj	aae	b	c5
qe	ng	tc	akm	ahn	jg	c3
yp	ng	a	afs	lo	adj	c3
uk	aeb	ab	ny	eg	af	c5
ex	ace	adt	qi	lj	yr	c1
kq	xn	tq	qa	ix	zr	c4
ki	ace	j	pm	jb	acw	c1
aai	aba	ri	ti	kz	li	c2
qz	ng	uf	sd	ait	tj	c3
pz	xn	wb	aka	alc	ys	c4
pu	aba	j	abj	cw	ff	c2
gs	xn	afp	rf	akt	cz	c4
ms	aeb	nw	akn	ko	ur	c5
jh	ace	akr	mr	pp	n	c1
fc	ace	rd	rd	mt	ahf	c1
afe	ace	aje	alk	akn	kz	c1
uk	xn	rs	re	acd	n	c4
jm	xn	yg	gg	ail	aeh	c4
ho	xn	no	yu	ahy	hj	c4
bi	aba	aby	aht	aio	aim	c2
lo	aba	ek	nt	aed	di	c2
nf	aba	adv	vt	aeg	aix	c2
la	aeb	ms	acl	aeg	aej	c5
wu	aeb	abg	mb	th	is	c5
td	ace	adf	sw	aec	j	c1
ig	ace	bc	wi	dr	lf	c1
oa	aba	tt	acq	jx	zi	c2
aay	xn	hu	tf	wh	aaf	c4
kz	aeb	dm	kz	lk	ab	c5
adm	ace	ck	aav	dr	ps	c1
aig	aeb	aaf	mp	rj	oa	c5
oy	ng	ale	be	adq	zg	c3
em	aba	vw	ji	sa	ef	c2
agi	xn	ahx	vj	um	abk	c4
cd	aeb	bh	my	zj	abh	c5
wh	aeb	ky	nu	tx	dn	c5
g	aeb	vc	tk	bo	alg	c5
ao	aeb	aky	zs	acz	adk	c5
lb	aba	de	adl	gk	alj	c2
aih	ng	tf	pv	acx	dt	c3
uj	ng	aio	abs	ep	ek	c3
jf	ace	kv	mt	aav	se	c1
uq	aba	iy	yo	iq	akr	c2
fx	ng	akf	fe	ahm	mb	c3
bb	ng	my	adz	ajj	kd	c3
zx	aba	jb	ahq	vr	dp	c2
up	ng	ajq	zg	bh	akt	c3
ur	ng	ai	ake	zq	xv	c3
ms	ng	agd	ag	zz	abf	c3
ach	aba	jt	xf	ajb	ft	c2
gq	ace	jn	ub	us	aah	c1
jh	ace	mt	akf	tc	ib	c1
ig	aeb	pe	yv	ja	wv	c5
ce	xn	rt	td	ru	is	c4
lp	xn	ei	aeb	aaq	zc	c4
aes	aeb	ri	aet	ia	bz	c5
xu	ng	aba	akg	pc	ep	c3
w	ng	bp	ko	yo	ahp	c3
akv	ng	ajr	aaq	br	abu	c3
yx	aba	acm	il	az	vw	c2
fr	aeb	akd	agx	ajn	rl	c5
aih	ace	aff	ik	y	ej	c1
zw	ng	yt	add	pl	xl	c3
mn	ace	sh	qf	tr	ei	c1
afw	aeb	dw	ig	ux	lb	c5
wz	ng	xx	ej	yl	aca	c3
bf	aba	sx	bp	yc	b	c2
ajz	aba	bx	lp	acs	alj	c2
ym	aeb	bs	jd	gk	nr	c5
acv	aba	aij	ot	aff	abs	c2
dk	aeb	wi	uz	mc	xu	c5
adj	aba	aby	aey	tw	nk	c2
aji	ng	oz	ku	e	ako	c3
zx	ng	ij	za	dc	aad	c3
aal	aba	vi	sa	ob	qj	c2
acu	ace	wy	ga	ya	aha	c1
iw	aeb	add	hb	bw	lw	c5
fu	aeb	aan	gb	zd	do	c5
mm	aba	mf	jt	akh	vr	c2
ahp	aeb	ey	aak	ue	xi	c5
ql	ng	yh	adl	uh	ajt	c3
lo	xn	hr	eo	jz	uo	c4
ake	aeb	acr	sv	qx	yw	c5
iz	aeb	gf	akw	zc	gz	c5
mw	ng	vp	af	yn	cu	c3
gq	ace	qw	f	pl	adu	c1
ez	aeb	ia	za	qj	abq	c5
mh	ng	ao	aew	aac	abo	c3
hs	aba	hy	ci	zr	my	c2
kh	ace	akk	xp	ca	agk	c1
ahb	ace	ahu	cy	aar	du	c1
zy	ng	yl	op	cu	ps	c3
fj	aba	ar	akj	jy	aex	c2
aiy	ace	ii	ahi	cx	mr	c1
ajs	aeb	ga	sx	ahe	bv	c5
bk	xn	bu	ev	bj	gr	c4
et	xn	mt	dr	vk	sl	c4
hr	aeb	ge	r	gz	sv	c5
sq	aba	mj	aar	pz	nv	c2
ns	aeb	wx	alf	abf	abv	c5
fd	ng	yx	abt	b	aif	c3
nk	aba	dd	aby	et	bn	c2
ack	aba	ahy	kn	abc	jq	c2
aaa	ace	qm	pe	zx	aib	c1
at	ace	rx	ru	um	aep	c1
nw	xn	yj	hh	gm	aiv	c4
ns	aba	l	iw	sh	ig	c2
br	aba	zf	ua	adz	al	c2
lx	aeb	zr	dp	lc	aky	c5
cx	aba	agw	ais	df	hj	c2
lu	aeb	jt	mb	ahy	aer	c5
z	aeb	ahg	ld	all	td	c5
j	ace	hd	ma	qk	id	c1
bd	aeb	aam	adv	o	su	c5
ok	xn	fi	xn	cu	b	c4
hd	aba	akz	fo	eq	wj	c2
me	aba	bu	do	aez	kw	c2
abh	aeb	cc	wa	mm	vp	c5
ll	aeb	hn	cz	eu	aki	c5
qz	aeb	bc	kn	agt	ny	c5
afh	aba	pj	acw	xg	akl	c2
cm	ace	od	vo	aad	agh	c1
akl	ng	cm	fl	m	abi	c3
gb	xn	ya	vl	ya	xz	c4
aaq	xn	pl	hs	jr	v	c4
gl	ace	az	sx	abf	aeq	c1
jq	ng	rx	wk	aaj	adp	c3
lk	ace	de	tv	ii	w	c1
agp	aba	akj	adq	qt	aki	c2
eh	ng	ajd	ar	vr	ahe	c3
ge	xn	qs	lq	qg	ei	c4
nx	xn	ih	kk	ej	ef	c4
al	aba	aas	bf	sl	akp	c2
zb	aba	an	afn	aiu	rb	c2
ajw	ng	adl	js	vv	wt	c3
eu	ace	akg	kn	nd	acv	c1
tn	ng	sq	dx	bx	acf	c3
alg	aeb	mj	da	kk	xi	c5
ad	aba	fh	vp	io	wa	c2
al	ace	aaa	su	we	gt	c1
iu	xn	mm	acr	lf	ic	c4
acv	ace	agc	qm	xb	jz	c1
zj	ace	rn	cj	dx	adc	c1
aq	aba	uk	afv	ht	rz	c2
bh	aeb	lr	acm	wg	afr	c5
aee	ng	sr	yd	tf	av	c3
ub	xn	iz	akf	sc	zi	c4
aff	ace	gj	aka	ahh	bt	c1
adx	xn	gv	acl	ads	yd	c4
fp	aba	adv	ff	ald	ls	c2
fj	xn	ra	aky	aai	yh	c4
lz	aeb	jz	mv	ar	fr	c5
qu	xn	dv	nc	ady	op	c4
dy	aba	ab	yx	lg	pb	c2
el	ng	yj	vl	lc	ws	c3
sj	ng	nq	mz	tw	is	c3
a	aba	qc	akc	ur	ll	c2
ko	aeb	wd	aey	yl	av	c5
nz	aba	yn	ux	oc	agv	c2
iz	aeb	mi	alg	qu	akn	c5
sz	ace	cq	dc	ahq	jp	c1
jq	aeb	aec	tr	ye	nc	c5
et	aeb	cu	bt	ajb	ta	c5
ky	aeb	abo	alg	mc	ah	c5
eq	xn	mr	np	aca	du	c4
ys	aba	yw	dz	ahj	gm	c2
gg	xn	ach	aag	ajc	lg	c4
zh	ace	hd	oi	aed	rk	c1
za	aeb	zd	dq	aal	il	c5
jx	ng	rs	oq	nk	abv	c3
iz	aba	all	afh	n	gy	c2
pe	aeb	fg	un	xz	lm	c5
kb	xn	kw	qo	ahx	aku	c4
aam	xn	ib	am	abh	au	c4
cc	aba	s	nq	akq	akx	c2
ajb	ng	ahm	zt	afe	abv	c3
dz	aeb	dr	cy	yi	zt	c5
jd	xn	alj	ay	abe	xz	c4
jj	aba	aeq	ok	ob	ake	c2
abs	aba	s	wz	jy	rk	c2
aks	aeb	bb	em	aek	ale	c5
aee	xn	zd	aha	afl	aae	c4
ft	ace	co	ip	aft	ck	c1
dj	ace	fo	lr	hn	xf	c1
ajm	xn	vr	gn	ale	abb	c4
gy	aba	agg	zb	pq	akc	c2
ge	aba	wg	uw	xc	ow	c2
tf	ace	ti	h	ahw	ax	c1
ug	aba	afc	tb	ls	x	c2
py	ng	jd	ace	ako	acr	c3
s	xn	a	xm	adv	acr	c4
afi	aba	afy	up	agl	xv	c2
bd	ace	akz	ahd	abz	ia	c1
hd	ng	qj	sw	vp	aco	c3
zo	aba	qx	hb	acu	zn	c2
vd	aeb	aby	afa	sr	nm	c5
kd	ng	sv	lh	wu	akc	c3
xz	xn	ip	zt	nd	aeu	c4
om	xn	aav	ol	hw	wn	c4
ahb	aba	aep	aak	aal	cf	c2
bb	ace	abb	gp	gw	hz	c1
ru	ng	agf	all	ahp	aao	c3
tr	aeb	akr	mc	cm	rj	c5
qb	aeb	cs	nr	vm	rs	c5
zx	aba	acz	vk	aec	mn	c2
vv	ace	ym	ahi	agw	px	c1
or	aba	g	aha	aez	afa	c2
hi	ng	p	fs	kr	cj	c3
oe	xn	zj	ck	hy	od	c4
agq	ng	ix	mq	jz	jv	c3
ui	xn	sx	adq	yi	cm	c4
jd	aeb	wj	uf	aho	bv	c5
ro	ace	zv	md	bd	zy	c1
of	ng	eo	ud	kc	nx	c3
cs	aba	qp	tl	ts	lg	c2
oh	xn	gl	acq	ajz	ct	c4
dv	ng	hy	zq	bc	sk	c3
gl	ng	ai	ls	lg	rt	c3
rz	aeb	adg	om	bi	wj	c5
gg	ace	vo	qk	acd	hj	c1
ek	xn	pj	ep	ad	si	c4
us	aba	aet	xx	cv	afo	c2
wo	aba	ej	all	ok	aiy	c2
jg	aeb	th	jm	yr	uj	c5
sy	ng	aes	xf	aee	jm	c3
ub	xn	adt	uk	cx	es	c4
fp	xn	cu	tu	aah	pf	c4
zr	aba	kn	xh	zk	cm	c2
gw	ace	uv	ahd	tn	st	c1
aih	aba	zm	cs	bj	fk	c2
xx	ace	qf	vc	zk	mo	c1
ahh	ace	oe	act	eb	wd	c1
fp	aeb	adh	pr	bq	afq	c5
ta	ng	aki	abp	xn	ll	c3
akf	ng	bt	ki	us	aeg	c3
ahc	xn	xy	sh	hd	cw	c4
aha	ace	abz	tg	qh	xo	c1
kx	ng	yp	hp	age	xl	c3
xb	ace	hq	rh	aax	vd	c1
zj	aeb	ag	en	aay	nr	c5
afc	ace	da	afa	bz	bb	c1
kz	aeb	ym	uw	mx	aff	c5
d	xn	afd	agm	up	dv	c4
hp	ace	zk	acr	op	afq	c1
wp	ace	mt	ahc	so	ql	c1
ri	xn	wl	sp	wd	na	c4
ij	ace	abf	he	jm	wm	c1
qi	xn	wj	p	bb	aam	c4
au	aba	adf	qb	vw	or	c2
bp	xn	adf	uw	go	hr	c4
t	ng	az	afk	if	ajg	c3
zb	ace	adx	dk	kp	acm	c1
kr	ace	afe	ajc	ov	fe	c1
akg	ng	lh	aek	jw	r	c3
pu	ng	lg	rp	qm	jq	c3
act	ng	ss	uq	ajd	bm	c3
agp	ace	bb	if	rm	aao	c1
d	ng	lw	aee	qi	pu	c3
jw	aeb	rh	afw	aak	fn	c5
rk	aba	gq	ael	ed	tx	c2
mx	xn	ck	yi	zx	uc	c4
qm	ng	ab	dq	ajd	xk	c3
gx	xn	lu	hp	zi	akh	c4
air	aba	lj	agu	vf	hd	c2
rb	xn	ake	alg	afj	dk	c4
rj	ace	rq	pp	aha	aiq	c1
wp	ng	do	aew	mt	ld	c3
ali	aeb	ai	aic	wk	iv	c5
qq	ng	od	adr	mx	mo	c3
zm	xn	ds	ahm	aa	hf	c4
ho	aba	fg	lr	iu	ld	c2
ahr	aeb	ajr	ahz	ml	tc	c5
air	aeb	ki	aej	oe	gz	c5
aed	xn	qr	no	tf	vj	c4
a	ng	sq	mn	ks	nd	c3
ig	ace	jq	du	bn	ze	c1
adl	ng	ajf	yr	wm	je	c3
ai	ng	oe	ahf	mc	bf	c3
vb	ng	alj	jd	abp	j	c3
zx	ng	j	aaq	xm	rm	c3
agz	ng	pm	abw	agz	ga	c3
tk	xn	ck	aef	dx	all	c4
ce	aba	akp	ain	dt	ua	c2
aaa	ng	adi	r	qz	nm	c3
di	aba	zk	mr	of	aaj	c2
abm	ng	ade	aju	cs	dq	c3
tc	ng	ln	gg	aaz	afd	c3
ml	ace	fb	lt	sp	ajy	c1
yd	ng	afh	pj	aga	sy	c3
zd	aba	ws	zq	acg	ki	c2
ic	ng	mz	aij	agg	ajf	c3
alb	ng	zv	ahe	vp	alb	c3
dg	ace	kh	wl	hz	px	c1
dd	ace	qf	az	abk	aah	c1
aal	xn	akr	vl	ade	ads	c4
ok	xn	aap	uy	adg	adh	c4
hw	ace	es	xg	aep	hv	c1
aks	xn	xd	ab	xm	sh	c4
agp	aeb	bx	zf	ajz	qz	c5
abx	ng	ov	kq	aac	za	c3
aec	aba	gy	ala	xx	agw	c2
la	aeb	aja	gt	zu	a	c5
adg	xn	alc	if	gs	su	c4
acx	xn	jo	ao	nt	kb	c4
mn	ng	fl	act	adc	pt	c3
akk	aeb	agj	cv	es	bf	c5
av	xn	aig	aie	nq	afd	c4
ajm	ng	aiv	xt	lg	aao	c3
tm	xn	rl	adz	bh	ip	c4
afy	ng	qs	sz	wg	aah	c3
akz	aba	oe	ps	mh	us	c2
u	aeb	iu	ahn	ia	agw	c5
akd	ace	nc	fn	uj	ni	c1
zi	ng	nj	ade	cp	xc	c3
qf	ace	aax	yp	acl	jn	c1
nl	ace	js	abe	ff	dm	c1
xq	aba	afi	abx	jo	ma	c2
vt	ng	rk	agu	pu	ga	c3
akz	xn	wt	vt	fi	in	c4
agc	ace	ahn	eg	lx	ii	c1
afw	xn	ci	gg	zt	ahg	c4
t	xn	ux	aar	fq	aac	c4
nv	xn	om	rp	kb	tf	c4
zx	aba	aiw	ls	aer	tg	c2
xz	xn	we	ea	adh	akr	c4
adg	ace	mq	ahb	wi	ahr	c1
acu	aeb	bb	fk	agg	kz	c5
m	aba	ajv	agu	xp	io	c2
agk	aeb	ru	og	afg	ahn	c5
aer	ng	ahu	zm	gu	aw	c3
or	xn	wf	ao	ma	is	c4
akl	aba	fc	mc	afg	aer	c2
we	xn	qy	aq	am	ja	c4
ako	ng	oo	gx	mv	bq	c3
gf	xn	aju	wv	oh	tj	c4
afr	xn	adq	uk	wi	yr	c4
hc	ng	xo	aiu	ml	fc	c3
sz	ace	fq	ak	ahs	akg	c1
add	aeb	akg	no	hm	ma	c5
aan	aba	i	xc	akd	sv	c2
tm	ace	ajp	ajb	mh	xk	c1
fm	ng	qz	bz	ze	un	c3
nh	ace	afe	jn	bd	zv	c1
ld	xn	hu	akw	gg	vi	c4
qw	ace	ng	ub	vd	mx	c1
jr	ace	ahj	na	acr	ajb	c1
hi	ng	sl	fh	rr	abw	c3
fv	xn	uj	xo	abq	tr	c4
xj	ng	ez	rg	abp	he	c3
uw	ace	aa	dd	tb	ajk	c1
hf	ace	dq	vw	bp	rf	c1
ce	xn	wz	f	ajg	wb	c4
ws	xn	ua	ait	aca	no	c4
ajx	xn	n	n	kq	acl	c4
ace	ace	pm	adq	xn	tl	c1
no	ace	ya	qv	cc	ay	c1
lo	aba	afv	aam	dl	zq	c2
ev	ace	ae	aj	nk	acf	c1
un	ace	ajz	ahd	agh	abt	c1
pb	xn	kp	adw	abi	ho	c4
ed	xn	dn	dk	tv	gs	c4
pt	aba	aak	bu	acl	afi	c2
de	ace	ts	x	sd	ih	c1
adf	ace	bs	ti	acz	wk	c1
abx	aba	pn	kt	ad	vb	c2
jn	aeb	acw	hf	dn	od	c5
agx	aba	aai	abc	lw	yq	c2
aaf	aeb	fr	a	ij	dk	c5
js	aeb	ajx	cy	qf	cy	c5
qw	ng	lo	aby	ael	tm	c3
ft	ace	alg	zb	xu	xf	c1
lo	ng	rp	ahi	qt	qf	c3
lj	aba	m	pr	rp	sg	c2
q	ace	xx	ajz	uv	lb	c1
agv	ace	acm	rj	ft	hd	c1
agm	aeb	ajv	nr	h	zm	c5
hj	aba	acw	ap	aki	hl	c2
m	aba	hk	akl	sc	ahe	c2
o	aeb	fc	ve	ako	xa	c5
tn	aeb	aj	ald	hy	yd	c5
ahg	aeb	jf	q	jm	ags	c5
el	aba	l	aeu	om	ka	c2
nz	xn	gr	an	iu	kl	c4
et	aba	ac	nq	oa	bz	c2
fa	aeb	sk	yy	br	afz	c5
acs	ace	ajz	ajx	tb	hu	c1
af	ace	ag	ew	xp	ada	c1
gu	aeb	aax	abp	afa	aal	c5
acy	xn	yp	aeo	cu	el	c4
lh	ng	mk	ali	ajs	pb	c3
ahe	aba	aei	ach	yh	xi	c2
ahs	ng	dq	um	en	te	c3
zm	aeb	uh	cf	aab	tn	c5
yk	aeb	mg	po	nn	ae	c5
xm	aeb	aad	kl	ir	el	c5
aid	aba	ajt	dw	abb	iv	c2
lv	ng	adp	ahk	wg	qa	c3
aeh	ng	sg	aen	agr	yw	c3
aeq	ace	ba	wi	b	iq	c1
cb	ace	yy	ahc	xv	is	c1
acj	ace	ahb	fe	uy	ajl	c1
im	xn	um	abu	ok	ady	c4
nw	aba	dd	cq	wm	ej	c2
eo	aeb	adm	abj	adk	afi	c5
a	aeb	dh	ad	qt	acn	c5
ahy	ng	akz	nx	ago	oa	c3
ajm	ng	qv	bt	px	qi	c3
alj	aeb	vb	t	dq	bz	c5
gt	aba	pp	xf	afd	afh	c2
pj	aba	mp	alk	aii	jk	c2
aku	ng	ml	sw	afb	tg	c3
ri	aba	sq	lk	aan	kf	c2
afx	ng	agn	aak	km	alg	c3
fn	aeb	sm	yq	rk	ay	c5
aig	xn	kx	fw	aai	cy	c4
ahz	ng	pa	zx	jh	pq	c3
rq	aba	uf	ahu	vw	ajn	c2
da	ng	fa	to	tz	ii	c3
pc	aeb	agk	ajk	fz	st	c5
vs	ace	ajx	alc	oq	oe	c1
oh	ace	pv	ow	abh	aam	c1
bh	xn	bi	rz	nd	fq	c4
kz	aba	gv	zs	so	zr	c2
ww	aeb	hn	ca	adf	ajx	c5
vx	ng	lh	ss	az	cd	c3
mw	aeb	afz	akx	ahk	cj	c5
alb	aeb	wq	mp	xy	kc	c5
ml	ace	eu	xj	adm	acv	c1
akj	ace	ajy	afx	ae	et	c1
ut	aeb	yo	bj	ads	adu	c5
rp	aba	wf	gg	qx	hn	c2
ce	xn	za	x	id	ss	c4
cl	aba	fr	mv	ahb	xy	c2
kk	xn	rj	be	lq	rp	c4
ael	ng	uo	jq	acs	ads	c3
ii	ng	hb	by	qi	nw	c3
uw	aeb	si	oj	ahf	aif	c5
gw	aba	ib	gt	vu	qm	c2
um	xn	om	aip	aks	co	c4
qt	aeb	xc	pb	ug	ju	c5
ew	ace	dg	we	db	ahc	c1
aex	ng	ale	abu	afo	sz	c3
bl	aeb	agq	lk	l	hx	c5
aic	aba	uf	xn	sn	lk	c2
ahw	aba	bc	rv	acf	ajq	c2
in	aeb	aw	afm	sj	ady	c5
fx	xn	aep	vx	hp	op	c4
zi	aba	sf	cq	ia	zo	c2
nu	aeb	ajb	sh	abt	nf	c5
zv	ace	nm	add	afr	afa	c1
alg	ng	fz	acf	qi	ajb	c3
iw	aeb	yr	bu	ajm	yl	c5
xf	aba	se	yx	ve	oo	c2
h	aeb	el	vs	aht	wa	c5
yp	ng	jk	afr	zc	yp	c3
afl	aba	acn	jb	n	air	c2
gl	aeb	jo	gu	dg	mm	c5
lm	xn	ln	cq	mx	wb	c4
xn	aeb	sk	aif	vc	wl	c5
afk	ng	py	mg	pb	vi	c3
fm	aeb	tc	xa	in	age	c5
aey	aba	ed	fn	sr	su	c2
se	aeb	aia	fl	zv	abq	c5
dz	xn	nh	ho	jf	hk	c4
gu	ng	aid	ah	aib	aiu	c3
tz	ng	gi	hz	gy	zb	c3
aey	ace	vu	sn	lr	pm	c1
e	aeb	jg	jt	aa	kl	c5
lg	ng	ye	el	mo	ajj	c3
acj	ace	hp	ail	jr	abi	c1
ht	ng	fi	cw	yl	cw	c3
gr	aeb	ia	abx	alh	qj	c5
aen	xn	agt	ui	wf	ah	c4
aeq	ace	og	qj	adj	dp	c1
cx	ng	ve	abi	aab	tq	c3
akx	xn	vd	ajk	so	jt	c4
agc	aba	dm	fi	qm	afj	c2
aix	xn	ui	et	wp	alb	c4
fy	ace	sy	cn	sr	yp	c1
ajt	ace	xx	aay	vr	no	c1
fg	ng	a	lc	mh	zx	c3
kt	aba	akw	ake	oe	vq	c2
aiz	aba	cn	ajw	wy	wi	c2
akw	aba	tx	sx	ig	abt	c2
wi	aeb	ahp	ok	dy	bv	c5
nf	aba	aai	kb	ahr	zs	c2
xl	xn	vf	cv	wr	si	c4
acb	xn	km	ri	aep	my	c4
agh	ng	ej	akb	uu	ip	c3
c	aeb	akk	zt	lv	aia	c5
zu	ace	jf	b	aj	tm	c1
acc	aba	ahg	qx	ld	aar	c2
cw	ng	ur	kh	lr	rl	c3
mj	aba	agf	ot	ur	zi	c2
oz	xn	rc	af	du	ly	c4
alh	aba	gv	agy	aep	wm	c2
ahj	ng	gk	em	afl	qu	c3
nj	ace	aig	jq	agz	et	c1
xp	aba	jb	aca	zc	hy	c2
aac	xn	zw	gp	agl	aas	c4
aey	aba	ue	zu	akt	bz	c2
me	aba	a	sh	bi	xn	c2
ig	ace	oe	tj	jo	ky	c1
aei	xn	vx	ph	adw	ahb	c4
no	xn	aig	mp	afo	n	c4
agh	aba	oo	acw	zj	de	c2
hq	ace	nv	ra	eu	lz	c1
ak	ace	bs	wb	kn	afm	c1
gb	xn	pl	adt	abj	jz	c4
ml	aba	zb	jp	afn	akw	c2
tm	ng	jr	w	mb	agj	c3
pv	ace	dw	im	nq	akc	c1
yr	xn	gh	aew	qd	ci	c4
kv	ace	hy	afy	fl	ck	c1
gj	xn	da	kx	wm	dv	c4
xl	aba	lj	vd	afy	ab	c2
wl	ng	mj	uw	aab	aak	c3
xp	aeb	j	bt	ys	vb	c5
add	xn	ka	bc	jm	rd	c4
jz	xn	mh	aes	hu	rd	c4
gx	xn	abp	jh	yi	hq	c4
ug	aeb	zg	tx	xj	dh	c5
yn	ace	aae	dr	wu	mw	c1
acf	aeb	cm	ku	ml	im	c5
nd	aeb	gv	fs	to	vj	c5
r	xn	aiq	to	xk	ada	c4
bf	aba	fy	aep	ph	x	c2
ud	ng	tf	ajs	yc	kz	c3
xj	ng	vo	gq	v	gu	c3
sk	aeb	wi	aje	afp	tt	c5
agz	ace	ack	alb	nh	afr	c1
ui	ng	pp	agw	nd	aho	c3
ad	aeb	nx	zm	aap	zi	c5
ir	ace	kc	kz	cc	dp	c1
xe	aeb	le	tc	cs	fg	c5
mx	aeb	mc	xl	np	ws	c5
rh	xn	ks	wj	ec	ajw	c4
pk	ng	bn	on	lh	fv	c3
at	aeb	ajy	fe	agn	pa	c5
yj	aeb	rh	ajl	qk	aar	c5
om	ace	ady	wd	as	xt	c1
yr	ng	da	c	yn	vp	c3
lh	ng	pb	wa	dl	my	c3
cg	aba	adz	ahb	tt	akq	c2
cd	ace	fd	qn	ut	na	c1
sj	xn	aev	aag	ap	tr	c4
cc	aeb	na	du	mn	zw	c5
agh	ng	aak	ho	ft	ry	c3
agi	ng	adm	vc	ic	fw	c3
aeo	aeb	ajt	ajx	w	fs	c5
vp	aba	dx	fw	aj	xy	c2
rc	xn	eq	ya	lh	adt	c4
cb	ng	qy	xx	bw	ajc	c3
zz	ace	nx	aaz	bl	agv	c1
gj	xn	aad	eb	wy	vz	c4
agp	aba	ks	w	ahn	hn	c2
gp	ace	aii	fg	pt	d	c1
acr	aba	aag	lj	g	akx	c2
e	aba	aaq	cr	bm	h	c2
xr	aeb	akn	acz	iz	abi	c5
qd	xn	ald	ap	ao	pl	c4
ly	ace	bs	akg	fu	au	c1
nh	xn	abt	ji	agm	sl	c4
aaz	ng	da	rs	le	vw	c3
afk	xn	fi	gm	ads	akl	c4
aci	xn	abw	afq	acv	np	c4
nh	xn	kf	wq	kz	cb	c4
aih	aba	ht	qy	sf	uz	c2
pj	ng	iu	de	ob	ug	c3
gd	aba	ou	do	ajg	agl	c2
et	ace	qh	ik	aes	pv	c1
mz	ng	hw	aed	uw	ni	c3
hx	xn	ahn	agq	aca	bx	c4
akj	ng	ki	aax	alg	oi	c3
lj	ace	hu	xk	rt	rx	c1
rx	ace	aex	zb	uu	lq	c1
akn	xn	qj	ait	aee	cz	c4
wk	ng	id	nn	qn	ed	c3
ld	aba	eu	oy	et	all	c2
bv	ng	ea	wb	abk	abo	c3
fv	ace	es	yc	ug	aiv	c1
xq	aeb	abz	sd	akb	th	c5
